Ship_index,interception_x_coordinate,interception_y_coordinate,estimated_time_of_interception
1,17.422420415264444,-20.056919023895713,1.4640790801532406
4,5.794143193631477,-41.451713612737045,3.087455625289078
2,-50.03324692129901,-72.0564959451547,7.331850720868031
3,-71.20535650581427,74.16225061001052,17.1814260232571
0,86.71093781243948,-321.9875715968053,45.61241362838816
